instituicao_id;st_funcionamento_gn;instituicao_name;cnpj_mantenedora;razao_social
19823;10035;Faculdade Porto União;20621394000102;MOSCATO EDUCACAO SUPERIOR LTDA
2123;10035;CENTRO UNIVERSITÁRIO MAX PLANCK;03791661000170;INSTITUTO DE ENSINO SUPERIOR DE INDAIATUBA LTDA
17405;10035;FACULDADE AFONSO MAFRENSE;14770004000163;SEVARP - SOCIEDADE EDUCACIONAL DO VALE DO RIO PIAUI LTDA
22760;10035;Faculdade Fleming Cerquilho;28652611000133;A. FLEMING EDUCACIONAL LTDA
18158;10035;FACULDADE MADALENA SOFIA;04935903000115;FACULDADE MADALENA SOFIA LTDA
2843;10035;FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA;05079440000108;SUPREMA-SOCIEDADE UNIVERSITARIA PARA O ENSINO MEDICO ASSISTENCIAL LTDA
22741;10035;FACULDADE MASTER DO PARÁ - FAMAP XINGUARA;09265775000163;SOCIEDADE DE ENSINO SUPERIOR MASTER S/S LTDA. - ME
494;10035;UNIVERSIDADE DO SUL DE SANTA CATARINA;86445293000136;FUNDACAO UNIVERSIDADE DO SUL DE SANTA CATARINA-UNISUL
23842;10035;FACULDADE SENAC CEARA;03648344000108;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC
1490;10035;CENTRO UNIVERSITÁRIO DE JAGUARIÚNA;03211847000103;INSTITUTO EDUCACIONAL JAGUARY LTDA
608;10035;"ESCOLA SUPERIOR DE CRUZEIRO ""PREFEITO HAMILTON VIEIRA MENDES""";47550074000165;ESCOLA SUPERIOR DE CRUZEIRO PREFEITO HAMILTON VIEIRA MENDES
22763;10035;FACULDADE SANTA CASA;15153745000168;SANTA CASA DE MISERICORDIA DA BAHIA
26467;10035;Hospital Central do Exército;00394452000103;COMANDO DO EXERCITO
22472;10035;FACULDADE ARQUIDIOCESANA DE PIRAPORA;20078531000104;MITRA ARQUIDIOCESANA DE DIAMANTINA
1697;10035;CENTRO UNIVERSITÁRIO FACOL;03391726000190;ASSOCIACAO VITORIENSE DE EDUCACAO, CIENCIAS E CULTURA - AVEC
2895;10034;Faculdade liberdade - Educação e Tecnologia;34824464000134;PAMELA A. KUHN MARTINS -INSTITUTO DE PESQUISA
693;10035;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;34023077000107;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO
1773;10035;CENTRO UNIVERSITÁRIO FAI;03882782000128;UCEFF - UNIDADE CENTRAL DE EDUCACAO FAI FACULDADES LTDA
14961;10035;FACULDADE DE TECNOLOGIA EM SAÚDE - IAHCS;87750527000111;INSTITUTO ADMINISTRACAO HOSPITALAR E CIENCIAS DA SAUDE
24676;10035;Faculdade de Medicina de Ji-Paraná;04298309000160;IBMEC EDUCACIONAL LTDA.
16508;10035;IPE INSTITUTO DE PESQUISAS ECOLOGICAS;66831223000109;IPE - INSTITUTO DE PESQUISAS ECOLOGICAS
18490;10034;Instituto Politécnico Doctum de Guarapari;19322494000159;INSTITUTO ENSINAR BRASIL
25657;10035;FACULDADE ITH;15272624000135;INSTITUTO HEALTH - ITH EIRELI
2632;10035;FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA;02754493000180;UNIAO DE EDUCACAO E CULTURA-UNECE
21816;10035;FACULDADE UNINTA;03365403000122;ASSOCIACAO IGREJA ADVENTISTA MISSIONARIA - AIAMIS
18506;10035;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA;18641263000145;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA
1048;10035;FACULDADE CAMPOS ELÍSEOS;09231470000130;INSTITUTO DE ENSINO MEDIO E SUPERIOR FRANCOIS MARIE AROUET LTDA
21643;10035;Faculdade Rudolf Steiner;60665528000101;ASSOCIACAO PEDAGOGICA RUDOLF STEINER
2832;10035;Faculdade Sucesso;30643825000195;FAS - FACULDADE SUCESSO LTDA
24530;10035;Faculdade da Polícia Militar de Santa Catarina;83931550000151;POLICIA MILITAR DO ESTADO DE SANTA CATARINA
4632;10035;FACULDADE IDEAU DE CAXIAS DO SUL;17588465000108;INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DE CAXIAS DO SUL LTDA
23707;10035;FACULDADE DE TECNOLOGIA E EDUCAÇÃO SUPERIOR E PROFISSIONALIZ;10391250000153;INSTITUTO ITESP EIRELI
2364;10034;FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS DE PARAÍSO DO TOCANTINS;04952766000127;UNEST - UNIAO EDUCACIONAL DE ENSINO SUPERIOR DO MEDIO TOCANTINS LTDA - ME
24214;10035;Faculdade dos Gênios;23540427000188;DAVI MOURAO NOVAIS FERRAZ
5044;10034;FACULDADE DE DIREITO DE GARANHUNS;11224920000100;AUTARQUIA DO ENSINO SUPERIOR DE GARANHUNS AESGA
22999;10035;Faculdade de Tecnologia e Ciências - FTC Itapipoca;07714798000182;ORGANIZACAO TECNOLOGICA DE ENSINO LTDA
1587;10035;FACULDADE ANHANGUERA DE TANGARÁ DA SERRA;14793478000120;UNIC EDUCACIONAL LTDA
1713;10035;FACULDADE DE TECNOLOGIA DE SÃO VICENTE;44309573000177;FORTEC ASSESSORIA E TREINAMENTO LTDA
22196;10035;Faculdade de Direito Serra Dourada;19498813000181;SOCIEDADE EDUCACIONAL SANTO ANTONIO LTDA
23409;10035;FACULDADE CENTRO SÃO PAULO;29800793000105;FACULDADE CENTRO SAO PAULO LTDA
20588;10035;Faculdade de Direito de Uruguaiana - Anhanguera;38733648000140;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A
2928;0;FACULDADE DE CIÊNCIAS DA SAÚDE DE ARIQUEMES;11973890000134;CGESP ASSESSORIA E CONSULTORIA EDUCACIONAL EIRELI
22917;10035;FACULDADE DE CIÊNCIAS MÉDICAS DE MARICÁ;32410037000184;FUNDACAO EDUCACIONAL SEVERINO SOMBRA
25444;10035;SISTEMAS DE ENSINO EM CIÊNCIAS E TECNOLOGIAS;25426659000135;CENTRO DE ESTUDOS E TREINAMENTOS AVANCADOS EM SAUDE LTDA
23168;10035;Centro de Estudos Superiores de Jataí;08446503000105;IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A
490;10035;CENTRO UNIVERSITÁRIO DE VALENÇA;32354011000166;FUNDACAO EDUCACIONAL D ANDRE ARCOVERDE
2806;10035;FACULDADE EVANGÉLICA DE SÃO PAULO;62769500000140;IGREJA EVANGELICA ASSEMBLEIA DE DEUS EM SAO PAULO
440;10035;FACULDADE DE DIREITO DE ITÚ;71863351000174;OSAC - ORGANIZACAO SOROCABANA DE ASSISTENCIA E CULTURA LTDA.
3007;10034;FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE CAMPINAS;05062412000170;INPG - INSTITUTO NACIONAL DE POS-GRADUACAO LTDA
22181;10035;Faculdade Pitágoras de Rio Verde;03239470000109;PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA
4765;10035;FACULDADE ALFA UMUARAMA;10718171000104;OMEGA SISTEMA DE ENSINO PARANAENSE LTDA
23867;10035;Faculdade de Tecnologia de Sumaré;62823257000109;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA
1503;10034;FACULDADE DOUTOR LEOCÁDIO JOSÉ CORREIA;76581065000130;LAR ESCOLA DOUTOR LEOCADIO JOSE CORREIA
18066;10035;Faculdade de Ciências e Tecnologia Paschoal Dantas;16492519000174;FACULDADE UNIAO BRASILEIRA LTDA.
1695;10034;FACULDADE DE EDUCAÇÃO UNA DE BOM DESPACHO;03099921000141;FACEB EDUCACAO LTDA
2399;10035;FACULDADE DE SOROCABA;09099207000130;UNIVERSIDADE BRASIL LTDA.
23117;10035;Faculdades FAMEP Unidade Fortaleza  CE;06326604000109;SOCIEDADE EDUCACIONAL FAMEP LTDA - ME
4700;10035;FACULDADE NOVA ROMA;06302344000131;CENTRO BRASILEIRO DE PROFISSIONALIZACAO EMPRESARIAL LTDA
22140;10034;Faculdade de Ciências Jurídicas de Uruguaiana;38733648000140;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A
15056;10035;CENTRO UNIVERSITÁRIO UNIVERSO SALVADOR;28638393000182;ASSOCIACAO SALGADO DE OLIVEIRA DE EDUCACAO E CULTURA
705;10035;CENTRO UNIVERSITÁRIO SÃO JOSÉ;42401588000135;SOCIEDADE DE EDUCACAO E ASSISTENCIA REALENGO - SEARA
24470;10035;Faculdade de Medicina do Sertão;04600555000125;SOCIEDADE REGIONAL DE ENSINO E SAUDE S/S LTDA
15669;10034;FACULDADE DE CIÊNCIAS EXATAS DE GARANHUNS;11224920000100;AUTARQUIA DO ENSINO SUPERIOR DE GARANHUNS AESGA
13631;10035;Faculdade de Ciências, Educação, Saúde, Pesquisa e Gestão;10158686000105;SOCIEDADE DE EDUCACAO, CULTURA E TECNOLOGIA SAO FIDELIS LTDA - EPP
23181;10035;FACULDADE INTERCONTINENTAL;23012119000180;ASSOCIACAO EDUCACIONAL DE VOTORANTIM - ASSEVO
1429;10035;FACULDADE BATISTA DO RIO DE JANEIRO;33909037000196;SEMINARIO TEOLOGICO BATISTA DO SUL DO BRASIL
21857;10035;Faculdade Tecnológica de Limoeiro do Norte: Ladislau Pereira;19345978000113;FUNDACAO CARIRI
5403;10035;CENTRO UNIVERSITÁRIO OPET;75118406000172;OPET ORGANIZACAO PARANAENSE DE ENSINO TECNICO LTDA
23342;10035;Faculdade Avantis de Florianópolis;04204407000191;SOCIEDADE AVANTIS DE ENSINO E ESCOLA DE AVIACAO CIVIL S.A.
489;10035;CENTRO UNIVERSITÁRIO DE VOLTA REDONDA;32504995000114;FUNDACAO OSWALDO ARANHA
24245;10035;FACULDADE QUALITTAS - EAD;31861069000133;UNIAO NACIONAL DE EDUCACAO E TECNOLOGIA UNITEC EIRELI
767;10034;INSTITUTO SUPERIOR DE INFORMÁTICA;29954377001729;SISTEMA EDUCACIONAL MOMENTO
24647;10035;Instituto de Assistência Médica ao Serviço Público Estadual;60747318000162;INSTITUTO DE ASSISTENCIA MEDICA AO SERVIDOR PUBLICO ESTADUAL
24211;10035;Instituto Amazônico de Ensino Superior;05894369000109;J. DE L. E LIMA & CIA LTDA
2537;10035;Faculdade Multivix Cariacica;39780655000165;MULTIVIX CARIACICA - ENSINO, PESQUISA E EXTENSAO LTDA
22449;10035;INSTITUTO SUPERIOR DE CIÊNCIAS DA SAÚDE CARLOS CHAGAS;42590091000102;INSTITUTO DE POS GRADUACAO MEDICA CARLOS CHAGAS
22218;10035;FACULDADE UNIVERITAS UNIVERSUS VERITAS DE MONTES CLAROS;04986320000113;SER EDUCACIONAL S.A.
17758;10035;Faculdades FAMEP Unidade Euclides da Cunha - BA;06326604000109;SOCIEDADE EDUCACIONAL FAMEP LTDA - ME
3278;10034;FACULDADE DE TECNOLOGIA MARTINUS;02435601000152;INSTITUTO MARTINUS DE EDUCACAO E CULTURA - IMEC
2660;10034;FACULDADE PHÊNIX DE CIÊNCIAS HUMANAS E SOCIAIS DO BRASIL;04093788000189;ASSESB - ASSOCIACAO DE ENSINO E SERVICO SOCIAL DO BRASIL
17831;10035;Faculdade de Tecnologia e Negócios de Catalão;10750756000101;UNIAO CATALANA DA GESTAO DO CONHECIMENTO LTDA
12766;10035;FACULDADE UNIÃO DE CAMPO MOURÃO;09221952000100;INSTITUTO MAKRO UNIAO POS-GRADUACAO E EXTENSAO LTDA
22150;10034;Faculdade de Ciências Jurídicas de Ribeirão das Neves;38733648000140;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A
24201;10035;Faculdade FISEPE;17393107000140;CONSEBE - CENTRO DE ENSINO PESQUISA E EXTENSAO LTDA
109;10035;FACULDADES INTEGRADAS RUI BARBOSA;09099207000130;UNIVERSIDADE BRASIL LTDA.
22470;10035;Faculdade Universalis;28480097000104;C.E.U - CRUZADA EDUCACIONAL UNIVERSALIS  LTDA - EPP
16934;10035;Faculdade Méliès;13823213000165;ACADEMIA MELIES DE ENSINO LTDA
23218;10035;Faculdade Paraíso Fortaleza;04242942000137;FIUSA EDUCACIONAL S/SIMPLES LTDA - EPP
649;10035;CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA;75967745000123;FUNDACAO MUNICIPAL CENTRO UNIVERSITARIO DA CIDADE DE UNIAO DA VITORIA - UNIUV
2191;10035;FACULDADE ANHANGUERA DE PELOTAS;04310392000146;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A
26778;10035;INSTITUTO BENJAMIN CONSTANT;00394445027212;MINISTERIO DA EDUCACAO
3389;10035;FACULDADE EVANGÉLICA RAÍZES;01060102000165;ASSOCIACAO EDUCATIVA EVANGELICA
20438;10035;FACULDADE INTERCULTURAL DA AMAZONIA;12985141000190;VALERIA DE ALVARENGA PANTOJA - ME
15236;10035;FACULDADE DE TECNOLOGIA ALCIDES MAYA;04656940000194;SOCIEDADE EDUCACIONAL ID LTDA - EPP
22171;10035;FACULDADE REGIONAL DE MINAS GERAIS;09164918000140;INSTITUTO DE EDUCACAO TECNOLOGICA LTDA - ME
22641;10035;Faculdade Metropolitana de Parintins;03817341000142;IME INSTITUTO METROPOLITANO DE ENSINO LTDA
25277;10035;UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA;33519114000100;UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA - UFDPAR
23278;10035;Faculdade de Agronomia UNA de Itumbiara;03099921000141;FACEB EDUCACAO LTDA
22628;10035;CLARETIANO - FACULDADE DE BOA VISTA;44943835000150;ACAO EDUCACIONAL CLARETIANA
19299;10035;Faculdade Pitagoras de Petrolina;03239470000109;PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA
1266;10035;FACULDADES INTEGRADAS URUBUPUNGÁ;44446391000148;ASSOCIACAO DE ENSINO E CULTURA URUBUPUNGA AECU
1196;10035;UNIVERSIDADE CESUMAR;79265617000199;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA
11563;10034;FACULDADE DE TECNOLOGIA DA SERRA GAÚCHA - CAXIAS DO SUL;91109660000160;SOCIEDADE EDUCACIONAL SANTA RITA S.A.
14147;10035;Faculdade Presidente Antônio Carlos de Barão de Cocais;17080078000166;FUNDACAO PRESIDENTE ANTONIO CARLOS
3279;10035;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS;10723648000140;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS
22329;10035;FACULDADE UNINTA FORTALEZA;03365403000122;ASSOCIACAO IGREJA ADVENTISTA MISSIONARIA - AIAMIS
24554;10035;IBET - Instituto Brasileiro de Estudos Tributários;63104475000148;IBET INSTITUTO BRASILEIRO DE ESTUDOS TRIBUTARIOS
24282;10035;FACULDADE BOA ESPERANÇA;02640054000147;CENTRO EDUCACIONAL DYLLA LTDA
1580;10035;FACULDADE DE CIÊNCIAS E EDUCAÇÃO SENA AIRES;02532311000127;CENTRO TECNOLOGICO DE EDUCACAO SENA AIRES LTDA
3743;10035;FACULDADE DE JACAREÍ;19347410000131;UNIESP S.A
4295;10034;FACULDADE DE TECNOLOGIA SENAI CETIND;03795071000116;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL
23280;10035;FACULDADE DE EDUCAÇÃO SUPERIOR IESLA;97525706000109;INSTITUTO DE EDUCACAO SUPERIOR LATINOAMERICANO - IESLA
21638;10035;Faculdade PECEGE;19412795000173;INSTITUTO DE PESQUISAS E EDUCACAO CONTINUADA EM ECONOMIA E GESTAO DE EMPRESAS
22644;10035;FACULDADE DO CEFI;94959418000174;CEFI - CENTRO DE ESTUDOS DA FAMILIA E DO INDIVIDUO DE PORTO ALEGRE S/S LTDA - ME
3294;10035;CENTRO UNIVERSITÁRIO FAVENI;25106814000136;UNIFAVENI  CENTRO UNIVERSITARIO FAVENI LTDA
23394;10035;Faculdade de Engenharia e Administração Paulista;08474057000134;E.E.S.X EMPRESAS DE ENSINO SUPERIOR LTDA
22441;10035;FACULDADE Ensin.E;33220000000156;ENSIN.E EDUCACAO LTDA
22437;10035;Faculdade da Amazônia Legal;11341649000192;UNIETEC - UNIDADE DE ENSINO SUPERIOR, TECNOLOGICO E TECNICO PROFISSIONALIZANTE CAIVS IVLIVS CAESAR LTDA
1384;10035;FACULDADE SANTA HELENA;02417543000134;ASSOCIACAO SECULO XXI DE EDUCACAO CIENCIA E CULTURA
22090;10035;FACULDADE DE CIÊNCIAS DA SAÚDE DO GRUPO HOSPITALAR CONCEIÇÃO;92787118000120;HOSPITAL NOSSA SENHORA DA CONCEICAO S.A.
21931;10035;Faculdade Una de Jataí;03099921000141;FACEB EDUCACAO LTDA
3790;10034;FACULDADE DE TECNOLOGIA ENSITEC;02656757000163;SOCIEDADE DE ENSINO TECNICO ENSITEC LTDA
18133;10035;Faculdade Unida de Campinas Goiânia - FACUNICAMPS GOIÂNIA;17063352000199;DINAMICA ADMINISTRACAO CONSULTORIA & GESTAO S/S LTDA
2973;10035;FACULDADES INTEGRADAS DE PRIMAVERA DO LESTE;14793478000120;UNIC EDUCACIONAL LTDA
18681;10035;FACULDADE VERBO EDUCACIONAL;04119545000172;EDITORA VERBO JURIDICO LTDA - EPP
26909;10035;Escola Saúde Pública - ESPMT;04441389000161;FUNDO ESTADUAL DE SAUDE
1893;10035;Faculdade Unirb - Feira de Santana;14943480000139;UNIDADE REGIONAL BAIANA DE EDUCACAO LTDA
2558;10034;FACULDADE DE DIREITO DE VILA VELHA;03001430000116;SOCIEDADE DE ENSINO SUPERIOR DE VILA VELHA LTDA - EPP
19958;10035;FACULDADE DE GESTAO E NEGOCIOS DE TERESINA;22168665000141;FACULDADE CENTRO DE CONHECIMENTO DE TERESINA LTDA - ME
22911;10035;Faculdade  do Sertão Central  EAD;20893831000147;UNIAO ESTUDANTIL DO SERTAO CENTRAL - UNESC LTDA
1620;10035;FACULDADE SANTA RITA;59856849000104;DORA RISCALA NEMI COSTA S/S LTDA - EPP
1801;10035;FACULDADE DOM BOSCO DE UBIRATÃ;86815214000131;FUNDACAO CULTURAL XINGU
23723;10035;FACULDADE VOLPE MIELE;18312485000114;INSTITUTO VOLPE MIELE - IVM
18826;10035;Faculdade FILOS;05261831000130;INSTITUTO DE EDUCACAO E CULTURA AGUAS LINDAS S/C LTDA - ME
2791;10034;FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE;14793478000120;UNIC EDUCACIONAL LTDA
22262;10035;Faculdade de Palmeiras de Goiás - FacMais;07242113000142;CENTRO DE EDUCACAO SUPERIOR MAIS EIRELI
466;10035;UNIVERSIDADE ANHEMBI MORUMBI;62596408000125;ISCP - SOCIEDADE EDUCACIONAL LTDA.
23224;10035;FACULDADE PRESIDENTE DUTRA;28648047000185;CENTRO DE ENSINO SUPERIOR TIMONENSE LTDA - EPP
24881;10035;Faculdade Filadelfia de Tecnologia;05840628000119;CENTRO DE EDUCACAO PROFISSIONAL FILADELFIA LTDA
22232;10035;Faculdade de Ciências Jurídicas de Altamira;03239470000109;PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA
4330;10035;FACULDADE EFICAZ;07778960000126;FACULDADE EFICAZ MARINGA LTDA
5277;10034;FACULDADE FORTIUM;07075247000116;FORTIUM - EDITORA E TREINAMENTO LTDA
18751;10035;Faculdade Malta;17145404000176;CENTRO EDUCACIONAL MALTA LTDA
4429;10035;CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL;03361110000177;UNIGRAN EDUCACIONAL
1694;10035;ESCOLA SUPERIOR DE CRICIÚMA - ESUCRI;73506016000144;ESUCRI - ESCOLA SUPERIOR DE CRICIUMA LTDA
17403;10035;FACULDADE ARI DE SÁ;04207923000765;EDUCADORA ASC LTDA
1264;10035;CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE;08340515000142;LIGA DE ENSINO DO RIO GRANDE DO NORTE
3939;10035;FACULDADE ALIANÇA DE ITABERAI;17664056000143;CENTRO DE CIENCIAS DE ITABERAI - CCI - ME
21929;10035;Faculdade Doctum da Zona Norte de Juiz de Fora;19322494000159;INSTITUTO ENSINAR BRASIL
20534;10035;Centro de Ensino Superior Riograndense Guapore;21669095000100;SOCIEDADE EDUCACIONAL GUAPORE LTDA - ME
24522;10035;Instituto Nacional de Cardiologia;00394544021344;MINISTERIO DA SAUDE
23868;10035;Link School of Business;31239816000104;BRAVIA EDUCACAO HOLDING S.A.
22146;10034;Faculdade de Ciências Jurídicas de Jaú;38733648000140;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A
22214;10035;FACULDADE UNIVERITAS UNIVERSUS VERITAS DE SÃO GONÇALO;04986320000113;SER EDUCACIONAL S.A.
5038;10035;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MARABÁ;26953560000154;SANTO R. D SANTOS FLORAO EDUCACAO EIRELI
23236;10035;Escola Superior São Judas de Guarulhos;05648257000178;BRASIL EDUCACAO S/A
284;10035;FACULDADE DE MEDICINA DE ITAJUBÁ;28946334000171;CENTRO DE CIENCIAS EM SAUDE DE ITAJUBA S.A
4492;10035;FACULDADE PASCHOAL DANTAS;05731858000140;ASSOCIACAO EDUCACIONAL PASCHOAL DANTAS
20709;10035;Faculdade Fecomercio Roraima;84007442000150;FEDERACAO DO COMERCIO DE BENS, SERVICOS E TURISMO DO ESTADO DE RORAIMA
3936;10035;FACULDADE ANHANGUERA DE LIMEIRA;04310392000146;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A
1731;10034;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;14793478000120;UNIC EDUCACIONAL LTDA
4355;10035;Faculdades Integradas Oswaldo Cruz;05548014000249;INSTITUTO DE EDUCACAO VERBO LTDA - ME
24488;10035;Faculdade UNICESUMAR de Corumbá;79265617000199;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA
22177;10035;Faculdade União Paulistana;27184503000110;FAUP - FACULDADE UNIAO PAULISTANA LTDA - ME
14367;10034;FACULDADE EFICAZ;07778960000126;FACULDADE EFICAZ MARINGA LTDA
23118;10035;IBPTECH FACULDADE DE CIÊNCIAS FORENSES E TECNOLOGIA;04521764000183;INSTITUTO BRASILEIRO DE PERITOS EM COMERCIO ELETRONICO E TELEMATICA LTDA - EPP
12754;10035;FACULDADE CRISTÃ DE CURITIBA;84835941000135;ASSOC EDUC DA IGREJA EV ASSEMBLEIA DE DEUS EM CURITIBA
21713;10035;Faculdade de Tecnologia - Fatec de Ribeirão Preto;62823257000109;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA
1600;10035;Centro Universitário do Norte de Minas;25205162000197;FUNORTE FACULDADES UNIDAS DO NORTE MINAS LTDA
5312;10035;Centro Universitário UNIFAAT;44705705000180;INSTITUICAO EDUCACIONAL ATIBAIENSE LIMITADA
20591;10035;FACULDADE UNIS POUSO ALEGRE;21420856000196;FUNDACAO DE ENSINO E PESQUISA DO SUL DE MINAS
2043;10035;CENTRO UNIVERSITÁRIO VALE DO SALGADO;03338261000104;TCC EDUCACAO, CIENCIA E CULTURA LTDA - EPP
23174;10034;Centro de Ensino Superior de Nova Serrana;08446503000105;IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A
2974;10034;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE;14793478000120;UNIC EDUCACIONAL LTDA
23107;10035;Faculdade Dom Adelio Tomasin;29641205000138;INSTITUTO EDUCACIONAL E DE DESENVOLVIMENTO PROFISSIONAL SAO JOAO PAULO II LTDA
17783;10035;Faculdade de Mediação Ívia Corneli;12518207000131;FUNDACAO NACIONAL DE MEDIACAO DE CONFLITOS SOCIAIS
22814;10035;Faculdade Auden Educacional;28740291000173;AUDEN EDUCACAO LTDA
17401;10035;Faculdade de Tecnologia CNA;10846584000174;INSTITUTO CNA
23176;10035;Faculdade de Educação Superior de Sete Lagoas;05648257000178;BRASIL EDUCACAO S/A
203;10035;UNIVERSIDADE SÃO JUDAS TADEU;43045772000152;AMC - SERVICOS EDUCACIONAIS LTDA
22872;10035;Faculdade UNIABA;01376511000175;ISI - CURSOS SUPLETIVOS E PROFISSIONALIZANTES LTDA - ME
2135;10035;CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ;12664055000185;ASSOCIACAO EDUCACIONAL E CULTURAL DE QUIXADA
22527;10035;Faculdade Cleber Leite;28239880000172;PROFESSOR DR. CLEBER LEITE EDUCACAO E PESQUISA LTDA - ME
24290;10035;Faculdade Andreotti de Maringá;03353850000161;INSTITUTO DE EDUCACAO ANDREOTTI
244;10035;CENTRO UNIVERSITÁRIO FIEO;73063166000120;FUNDACAO INSTITUTO DE ENSINO PARA OSASCO
22237;10035;Faculdade de Ciências Jurídicas de Assis;04310392000146;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A
3921;10035;CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA;06163776000109;SOCIEDADE EDUCACIONAL ARNALDO HORACIO FERREIRA S/C LTDA
17608;10035;Faculdade de Educação Paulistana;22948791000119;INSTITUTO NACIONAL DE ESPECIALIZACAO, EDUCACAO E QUALIFICACAO PROFISSIONAL - INEEQ
18319;10035;FACULDADES INTEGRADAS VITAL BRAZIL;15258578000110;FAINIC-FACULDADE ENEAS RESQUE LTDA
1804;10035;FACULDADE DE MAUÁ - FAMA;19347410000131;UNIESP S.A
2456;10035;FACULDADE DE ADMINISTRAÇÃO DE CHAPADÃO DO SUL;04188318000107;SOCIEDADE EDUCACIONAL DO CENTRO-OESTE - SOECO
23146;10035;Faculdade Dominius;24235121000180;DOMINIUS CENTRO EDUCACIONAL LTDA - ME
21636;10035;FACULDADE TERRA BRASILIS;24365178000102;CENTRO DE EDUCACAO TERRA BRASILIS LTDA - ME
24464;10035;Faculdade de Ciências da Saúde Pitágoras de Codó;03239470000109;PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA
2961;10035;Faculdade Estácio do Pantanal;05168856000194;CENTRO DE EDUCACAO DO PANTANAL LTDA - EPP
20321;10035;FACULDADE IMPACTO;21190428000114;ALAGOAS EDUCACIONAL DE ENSINO SUPERIOR LTDA - EPP
1333;10034;FACULDADE CECAP DO LAGO NORTE;00078694000180;ASSOCIACAO PENINSULA NORTE DE EDUCACAO CIENCIA E CULTURA
967;10035;FACULDADE DE TECNOLOGIA DE TAQUARITINGA;62823257000109;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA
2067;10035;Centro Universitário de Ciências e Empreendedorismo;04696652000163;CENTRO DE ESTUDOS SUPERIORES DE SANTO ANTONIO DE JESUS S/C - EPP
22424;10035;FACULDADE ESAMC GOIÂNIA;26667462000150;GRACIOSO EDUCACIONAL LTDA
3657;10035;Faculdade Montes Claros;07254256000174;FACULDADE PROMINAS LTDA
1870;10035;FACULDADES INTEGRADAS REGIONAIS DE AVARÉ;50808989000132;FUNDACAO REGIONAL EDUCACIONAL DE AVARE
900;10035;FACULDADE UNIRIO;31484341000103;CENTRO UNIVERSITARIO RIO MADEIRA - CEURMA EIRELI
2348;10034;INSTITUIÇÃO DE ENSINO SÃO FRANCISCO;08518356000123;UNIMOGI - UNIAO MOGIANA PARA O DESENVOLVIMENTO DA EDUCACAO S/S LTDA
22578;10035;FACULDADE CENSUPEG;10158686000105;SOCIEDADE DE EDUCACAO, CULTURA E TECNOLOGIA SAO FIDELIS LTDA - EPP
